User,Emp_type,Gate,Gender,Department,Country,Function,Job_ control_point,Scale,Promotions,Intern_Asig,Age,Seniority,Dependents,Job Code,Comparatio,Status
H184558,Regular employee,1,Male,C,Brunei,Operations Engineering,F3-ESG,16,3,Yes,32,4,0,K919,0.692224556,Active
H184572,Regular employee,1,Male,K,Brunei,Operations,VPE-ESG,19,1,No,29,4,0,BD08,0.678041337,Active
H184544,Regular employee,4,Female,K,Brunei,Operations Engineering,G3-ESG,19,2,No,29,4,0,BD12,0.970353725,Active
H184577,Regular employee,1,Male,K,Brunei,Operations,VPE-ESG,19,1,No,31,4,0,BD09,1,Active
H189069,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,30,3,1,MV04,1,Active
H192516,Regular employee,3,Female,H,India,Sales/Marketing,J1-ESG,26,2,No,35,3,0,LG942,0.710382106,Active
H201443,Expat-ShortTerm/Dev,4,Male,J,Brunei,Operations Engineering,I3-ESG,25,1,Yes,36,3,3,TU15,1.011392119,Active
H203261,Regular employee,4,Male,J,Malaysia,Operations Engineering,I3-ESG,25,1,No,34,3,3,TU15,1.025979506,Active
H204272,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,30,3,0,MV04,1,Active
H204765,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,33,3,1,BD10,1,Active
H205204,Regular employee,2,Female,D,Malaysia,Operations Engineering,G3-ESG,19,2,No,36,3,5,K950,0.672946217,Active
H206233,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,32,3,3,DV04,1,Active
H206239,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,36,3,2,DV04,1,Active
H207293,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,Yes,31,3,2,BD10,1,Active
H211506,Regular employee,2,Male,D,India,Operations,D2-ESG,8,1,No,36,2,3,CC05,0.776371386,Active
H213032,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,26,2,1,MV04,1,Active
H213378,Regular employee,1,Female,B,Brunei,Operations Engineering,C2-ESG,5,2,No,26,2,0,ZZ12,1.058951261,Active
H213489,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,Yes,33,2,0,L031,1,Active
H213830,Regular employee,1,Male,B,Brunei,Operations Engineering,C2-ESG,5,2,No,27,2,0,ZZ12,1.05172443,Active
H214063,Regular employee,1,Female,C,Brunei,Operations Engineering,F3-ESG,16,2,No,29,2,0,K919,0.690022227,Active
H216379,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,33,2,0,MV04,1,Active
H218142,Regular employee,2,Male,D,India,Operations,F2-ESG,15,1,No,32,2,0,CC07,0.774755725,Active
H218306,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,31,2,1,DV03,1,Active
H219034,Regular employee,3,Male,A,Malaysia,Sales/Marketing,I3-ESG,25,1,No,32,2,0,L041,1.116039967,Active
H218771,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,35,2,1,DV03,1,Active
H219985,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,29,2,0,PF03,1.131031543,Active
H222324,Regular employee,1,Female,K,India,Operations,VPE-ESG,19,1,No,26,2,0,BD08,1,Active
H222706,Regular employee,2,Male,H,India,Sales/Marketing,I2-ESG,24,2,No,29,2,0,LG941,0.445269837,Active
H223654,Regular employee,1,Female,H,India,Consulting,F3-ESG,16,1,No,32,2,1,LG138,1.072503694,Active
H224545,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,25,2,0,BD08,1,Active
H225826,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,31,2,0,L032,1,Active
H225758,Regular employee,1,Female,B,India,Operations Engineering,F3-ESG,16,1,No,25,2,0,K943,0.584698409,Active
H225760,Regular employee,1,Female,B,India,Operations Engineering,F3-ESG,16,1,No,25,2,0,K943,0.584698409,Active
H225936,Regular employee,1,Female,B,India,Operations Engineering,F3-ESG,16,1,No,25,2,0,K943,0.584698409,Active
H226105,Regular employee,1,Female,B,Thailand,Operations Engineering,C2-ESG,5,1,Yes,26,2,0,ZZ12,0.650291016,Active
H226891,Regular employee,1,Female,K,Brunei,Operations,VPE-ESG,19,1,No,25,2,0,BD08,1,Active
H227545,Regular employee,1,Female,B,Thailand,Operations Engineering,C2-ESG,5,1,No,31,2,0,ZZ12,0.647477271,Active
H227720,Regular employee,1,Female,K,Brunei,Operations,VPE-ESG,19,1,No,25,2,0,BD08,1,Active
H227722,Regular employee,2,Male,B,Thailand,Operations,E2-ESG,11,1,No,38,2,0,ZZ09,1.263917426,Active
H228142,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,29,2,0,PF04,0.691840905,Active
H228229,Regular employee,1,Male,G,India,Operations Engineering,F3-ESG,16,1,No,26,2,0,K903,0.571296877,Active
H230803,Regular employee,1,Male,D,Vietnam,Operations Engineering,F3-ESG,16,1,Yes,27,1,0,K951,0.618845881,Active
H230805,Regular employee,1,Male,D,Vietnam,Operations Engineering,F3-ESG,16,1,Yes,31,1,2,K951,0.697100487,Active
H230801,Regular employee,2,Male,D,India,Operations,E2-ESG,11,1,No,32,2,1,CC06,0.870790269,Active
H230916,Regular employee,1,Male,G,India,Operations Engineering,F3-ESG,16,1,No,25,2,0,K903,0.571296877,Active
H231159,Regular employee,1,Female,K,Malaysia,Operations,VPE-ESG,19,1,No,25,1,0,BD08,1,Active
H231995,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,31,1,1,MV05,1,Active
H231998,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,27,1,0,MV04,1,Active
H231994,Regular employee,1,Male,B,Malaysia,Operations Engineering,C2-ESG,5,1,No,31,1,2,ZZ12,1.052927025,Active
H232248,Regular employee,1,Female,B,Malaysia,Operations Engineering,C2-ESG,5,1,No,25,1,0,ZZ12,0.957206386,Active
H232335,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,28,1,0,MV04,1,Active
H232381,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,24,1,0,MV04,1,Active
H232656,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,31,1,0,MV04,1,Active
H234072,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,35,1,1,DV04,1,Active
H234073,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,35,1,1,DV04,1,Active
H234074,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,28,1,0,DV04,1,Active
H234094,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,26,1,0,DV04,1,Active
H235016,Regular employee,1,Male,K,Malaysia,Operations,VPE-ESG,19,1,No,31,1,0,BD09,1,Active
H235256,Regular employee,1,Female,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,26,1,0,LI33,1,Active
H235878,Regular employee,2,Male,C,India,Operations,E2-ESG,11,1,No,26,1,0,PC09,1.021908138,Active
H237094,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,28,1,0,PF03,0.789609042,Active
H237642,Regular employee,1,Female,D,India,Operations Engineering,F3-ESG,16,1,No,24,1,0,K951,0.584117184,Active
H237695,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,24,1,0,MV04,1,Active
H237846,Regular employee,1,Female,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,27,1,0,L033,1,Active
H238712,Regular employee,1,Female,H,India,Sales/Marketing,I2-ESG,24,1,No,29,1,0,LG951,0.361422374,Active
H238641,Regular employee,2,Male,C,Malaysia,Operations Engineering,H3-ESG,22,1,No,32,1,3,K917,0.947113952,Active
H239280,Regular employee,1,Female,I,Malaysia,Operations Engineering,VPE-ESG,19,2,No,25,1,0,MV05,1,Active
H239495,Regular employee,1,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,28,1,0,LI33,1,Active
H239972,Regular employee,1,Male,C,India,Operations Engineering,F3-ESG,16,1,No,26,1,0,K919,0.584560249,Active
H239975,Regular employee,1,Male,C,India,Operations Engineering,F3-ESG,16,1,No,25,1,0,K919,0.584560249,Active
H240736,Regular employee,2,Male,H,India,Consulting,H3-ESG,22,1,No,33,1,1,LG136,0.879531351,Active
H241488,Regular employee,2,Female,D,India,Operations Engineering,G3-ESG,19,1,No,29,1,1,K950,0.595235848,Active
H241771,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,Yes,28,1,0,K951,0.686402196,Active
H241772,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,26,1,0,K951,0.686402196,Active
H242146,Regular employee,1,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,1,No,26,1,0,MV05,1,Active
H242162,Regular employee,1,Male,C,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,1,0,K919,0.610135286,Active
H243034,Regular employee,2,Male,A,Thailand,Operations Engineering,H3-ESG,22,1,No,39,1,0,LC30,1,Active
H243356,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,32,1,0,DV04,1,Active
H243441,Regular employee,1,Male,D,Myanmar,Operations Engineering,F3-ESG,16,1,No,23,1,0,K951,0.03588,Active
H243637,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,1,0,K951,0.686402196,Active
H244121,Regular employee,1,Female,D,Thailand,Operations Engineering,F3-ESG,16,1,No,24,1,0,K951,0.660205908,Active
H244107,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,29,1,1,LG137,0.492418802,Active
H244124,Regular employee,1,Male,J,India,Operations Engineering,F3-ESG,16,1,No,23,1,0,TF01,0.584117184,Active
H244216,Regular employee,2,Male,G,India,Operations,D2-ESG,8,1,No,31,1,0,PF05,0.6068395,Active
H244150,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,31,1,3,LG137,0.612787843,Active
H244151,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,29,1,0,LG137,0.415820322,Active
H244467,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,27,1,0,LG137,0.415820322,Active
H244445,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,29,1,0,LG137,0.437705602,Active
H244704,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,25,1,0,K951,0.686402196,Active
H244786,Regular employee,1,Female,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,1,0,K951,0.686402196,Active
H244881,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,33,1,0,LG137,0.51102129,Active
H244987,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,27,1,2,LG137,0.582148451,Active
H245049,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,31,1,0,LG137,0.558074642,Active
H245013,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,26,1,0,LG137,0.492418802,Active
H245372,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,28,1,0,LG137,0.492418802,Active
H245650,Regular employee,1,Male,B,India,Operations,C1-ESG,4,1,No,38,1,1,ZZ03,1.019447663,Active
H245672,Regular employee,1,Male,G,India,Operations Engineering,F3-ESG,16,2,No,25,1,0,K903,0.625007816,Active
H245971,Regular employee,2,Male,J,Vietnam,Operations Engineering,G3-ESG,19,1,No,37,0,0,TF02,1.220369508,Active
H245981,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,27,1,1,LG137,0.941067044,Active
H246158,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,27,1,0,MV05,1,Active
H247258,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,27,0,0,LG137,0.415820322,Active
H247216,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,32,0,1,DV04,1,Active
H247298,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,36,0,2,DV04,1,Active
H247326,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,No,27,0,0,LC32,1,Active
H247331,Regular employee,1,Female,J,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,0,0,TF01,0.686402196,Active
H247407,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,29,0,1,MV05,1,Active
H247619,Regular employee,1,Female,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,26,0,0,K951,0.686402196,Active
H247836,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,28,0,0,BD09,1,Active
H247840,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,26,0,0,MV05,1,Active
H248100,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,38,0,2,MV02,1,Active
H248628,Regular employee,2,Female,D,Malaysia,Operations Engineering,G3-ESG,19,1,No,30,0,1,K950,0.687606337,Active
H248821,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,37,0,2,DV04,1,Active
H248884,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,42,0,1,MV03,1,Active
H248955,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,30,0,1,DV04,1,Active
H249146,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,36,0,2,DV03,1,Active
H249152,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,35,0,1,DV03,1,Active
H239195,CommuterOut-Halco,2,Male,C,Brunei,Operations,H2-ESG,21,3,Yes,57,1,2,PH11,1.370214952,Active
HAL4734,Expat-Halco,4,Male,B,Malaysia,Operations,I2-ESG,24,4,Yes,45,10,3,FF05,0.941670949,Active
HAL3489,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,Yes,44,9,2,LC31,1,Active
H105759,Regular employee,2,Male,D,Thailand,Operations,F2-ESG,15,2,Yes,38,8,2,CC07,1.230037708,Active
HX17299,Regular employee,4,Male,J,Malaysia,Operations,H2-ESG,21,2,Yes,40,17,4,TT11,1.893144397,Active
HX35812,Expat-Halco,5,Male,A,Brunei,Operations,J2-ESG,27,4,Yes,49,13,4,R474,0.890575295,Active
HB10877,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,Yes,37,13,0,MV02,1,Active
HB15948,Regular employee,4,Male,J,India,Operations,H2-ESG,21,2,No,39,12,0,TT11,0.62717152,Active
HB25492,Regular employee,3,Male,I,India,Sales/Marketing,J3-ESG,28,5,No,41,12,1,K056,1.003391286,Active
HB26529,Regular employee,4,Male,D,Malaysia,Operations,I2-ESG,24,2,No,42,12,2,FF19,1.378136587,Active
HB29748,Regular employee,3,Male,I,India,Sales/Marketing,J1-ESG,26,2,No,36,11,0,K740,0.811291683,Active
HB30282,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,39,11,1,DV03,1,Active
HB36541,Regular employee,2,Male,D,Malaysia,Operations,E2-ESG,11,2,No,38,11,6,CC06,0.878348411,Active
HB49002,Regular employee,2,Male,C,India,Operations,E2-ESG,11,3,No,45,10,1,PC09,0.819175975,Active
HB49964,Regular employee,3,Male,I,India,Sales/Marketing,J1-ESG,26,3,No,33,10,1,K740,0.855614786,Active
HB64194,Regular employee,4,Male,J,India,Operations,H2-ESG,21,2,No,35,9,3,SW11,1.170010683,Active
H221585,Regular employee,2,Male,G,India,Operations,F2-ESG,15,1,No,35,2,3,PF10,1.301791945,Active
HB76508,Regular employee,2,Male,B,Vietnam,Operations,H3-ESG,22,5,Yes,36,9,4,ZZ11,0.712942191,Active
HB89387,Regular employee,1,Male,B,Thailand,Operations,C1-ESG,4,5,Yes,30,8,0,ZZ03,0.87108846,Active
H104018,Regular employee,5,Male,D,India,Operations,I3-ESG,25,4,No,33,8,1,R454,0.913321571,Active
H105561,Regular employee,2,Male,D,Brunei,Operations,D2-ESG,8,2,Yes,29,7,0,CC05,0.742334654,Active
H109497,Regular employee,1,Male,I,Thailand,Operations Engineering,VPE-ESG,19,5,No,32,8,0,DV04,1,Active
H111305,Regular employee,1,Male,B,Thailand,Operations,C1-ESG,4,2,Yes,36,8,3,ZZ03,0.828820757,Active
H119216,Regular employee,4,Male,K,India,Operations Engineering,H3-ESG,22,2,Yes,39,7,1,BD13,1.297170298,Active
H134335,Regular employee,2,Male,B,Thailand,Operations,E2-ESG,11,2,No,30,7,1,ZZ09,1.395008427,Active
H138622,Regular employee,4,Male,J,India,Operations,H2-ESG,21,1,No,43,7,3,SW11,1.263319142,Active
H146042,CommuterOut-Halco,2,Male,B,Brunei,Operations,F2-ESG,15,1,Yes,40,6,0,ZZ10,1.337823437,Active
H148284,Regular employee,2,Male,G,India,Operations,D2-ESG,8,2,Yes,30,6,1,PF08,0.951316824,Active
H153558,Regular employee,2,Female,C,India,Operations Engineering,H3-ESG,22,3,Yes,29,6,0,K917,0.61078566,Active
H183370,Regular employee,1,Male,C,Brunei,Operations,C2-ESG,5,2,No,25,4,0,PC15,1.137349103,Active
H184165,Regular employee,2,Male,C,Brunei,Operations,E2-ESG,11,1,No,37,4,0,PC09,1.142558804,Active
H193056,Regular employee,2,Male,H,Malaysia,Sales/Marketing,J1-ESG,26,1,No,32,3,0,LG952,1.090909091,Active
H196170,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,30,3,1,MV04,1,Active
H201506,Regular employee,2,Male,B,Brunei,Operations,E2-ESG,11,1,No,33,3,0,ZZ09,1.298948487,Active
H206978,Regular employee,1,Male,B,India,Operations,C1-ESG,4,1,No,38,1,3,ZZ03,0.87672499,Active
H207756,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,31,2,1,PF04,0.736682446,Active
H220564,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,34,2,1,PF04,0.640704838,Active
H226106,Regular employee,2,Male,B,Thailand,Operations,D2-ESG,8,1,No,30,2,0,ZZ08,1.317783998,Active
H228050,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,29,2,0,PF04,0.74308838,Active
H228051,Regular employee,2,Male,G,India,Operations,F2-ESG,15,1,No,28,2,0,PF10,1.191654208,Active
H228463,Regular employee,2,Male,G,India,Operations,E2-ESG,11,1,No,26,2,0,PF09,1.032064333,Active
H233002,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,No,27,1,0,LC32,1,Active
H233265,Regular employee,2,Male,B,Brunei,Operations,E2-ESG,11,1,No,30,1,0,ZZ09,1.051659705,Active
H233627,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,1,No,30,1,0,LC32,1,Active
H233740,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,34,1,2,PF04,0.864244094,Active
H234292,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,39,1,1,PF04,0.640593431,Active
H234474,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,46,1,3,PF04,0.696297208,Active
H234622,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,33,1,0,PF04,0.696297208,Active
H235240,Regular employee,2,Male,G,India,Operations Engineering,G3-ESG,19,1,No,28,1,1,K902,0.711271603,Active
H235241,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,24,1,0,MV04,1,Active
H235313,Regular employee,1,Male,G,India,Operations,C1-ESG,4,3,No,29,1,1,PF03,0.782194872,Active
H235595,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,26,1,0,PF03,0.789609042,Active
H236539,Regular employee,2,Male,B,Malaysia,Operations,E2-ESG,11,1,No,30,1,1,ZZ09,1.296537482,Active
H237693,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,30,1,0,DV04,1,Active
H238128,Regular employee,1,Female,J,India,Operations Engineering,F3-ESG,16,1,No,25,1,0,TF01,0.584117184,Active
H243828,Regular employee,2,Male,B,India,Operations,E2-ESG,11,1,No,35,1,2,ZZ09,0.973035749,Active
H244153,Regular employee,2,Male,C,India,Operations,D2-ESG,8,1,No,42,1,2,PC05,0.7323925,Active
H244353,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,29,1,0,LG137,0.415820322,Active
H244551,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,26,1,0,LG137,0.465062202,Active
H245562,Regular employee,1,Male,D,Malaysia,Operations,C2-ESG,5,1,No,32,0,0,CW04,1.137274914,Active
H245670,Regular employee,2,Male,B,Malaysia,Operations,F2-ESG,15,1,No,28,0,3,ZZ10,1.180390878,Active
H247929,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,30,0,1,BD09,1,Active
H248179,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,39,0,1,DV03,1,Active
H248791,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,31,0,0,MV04,1,Active
H248844,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,36,0,1,DV04,1,Active
H249141,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,39,0,2,DV03,1,Active
HBB6660,Regular employee,2,Male,D,Malaysia,Operations,D2-ESG,8,1,No,49,23,6,CC05,1.150838785,Active
H039471,CommuterOut-Halco,3,Male,D,India,Operations Engineering,I3-ESG,25,3,Yes,56,30,2,K948,1.031992763,Active
HBBE751,CommuterOut-Halco,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,Yes,56,17,0,DV01,1,Active
HX10872,Regular employee,3,Male,D,Malaysia,Operations,H2-ESG,21,1,Yes,48,16,4,CC11,1.605813784,Active
HX22213,Regular employee,3,Male,D,Malaysia,Operations,H2-ESG,21,3,Yes,39,14,5,CC11,1.228041673,Active
HX41073,CommuterOut-Halco,2,Male,B,Brunei,Operations,F2-ESG,15,2,Yes,38,13,0,ZZ10,0.602333275,Active
H206932,Regular employee,2,Male,B,India,Operations,D2-ESG,8,1,No,44,1,1,ZZ08,1.114075532,Active
H220821,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,29,2,1,PF03,1.028716005,Active
H222923,Regular employee,2,Male,G,India,Operations,E2-ESG,11,1,No,49,2,2,PF09,0.688608869,Active
H227252,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,35,2,1,PF03,0.829089494,Active
H227643,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,32,2,2,PF04,0.672623102,Active
H230071,Regular employee,2,Male,G,India,Operations,E2-ESG,11,1,No,45,2,3,PF09,1.032913303,Active
H232432,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,35,1,1,PF03,0.829089494,Active
H233152,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,46,1,3,PF04,0.701867585,Active
H241331,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,42,1,1,PF04,0.640593431,Active
H244332,Regular employee,2,Male,G,India,Operations,D2-ESG,8,1,No,43,1,1,PF05,0.7323925,Active
HBAJ791,Regular employee,4,Male,I,Thailand,Operations,I1-ESG,23,2,No,43,21,2,SP11,0.844345417,Active
HBB6502,Expat-Halco,6,Male,A,Southeast Asia Area Suppt,Operations,J3-ESG,28,3,Yes,44,19,2,R453,0.413064758,Active
HAM0319,Regular employee,2,Male,I,Myanmar,Operations Engineering,VPE-ESG,19,2,Yes,45,17,3,DV01,1,Active
H123748,Expat-Halco,5,Male,C,Brunei,Operations,I3-ESG,25,5,Yes,39,7,3,R454,0.982052414,Active
H201717,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,41,3,2,MV02,1,Active
HX27589,Expat-Halco,6,Female,C,Southeast Asia Area Suppt,Operations,J3-ESG,28,3,Yes,41,14,4,R453,0.405482322,Active
HX40384,Expat-Halco,6,Male,G,India,Operations,K2-ESG,30,3,Yes,40,13,2,R452,1.01629295,Active
HB13030,Expat-Halco,6,Male,K,Southeast Asia Area Suppt,Operations,J3-ESG,28,6,Yes,39,12,4,R453,0.519870313,Active
HB17844,Regular employee,5,Male,J,Brunei,Operations,J2-ESG,27,4,Yes,38,12,1,K143,0.685131953,Active
HB23179,Regular employee,2,Male,G,Thailand,Operations Engineering,H3-ESG,22,2,Yes,38,12,0,K909,0.801506412,Active
HB25188,Expat-Halco,5,Male,K,Southeast Asia Area Suppt,Operations Engineering,J3-ESG,28,4,Yes,34,12,4,BD30,0.500078074,Active
HB30252,Regular employee,2,Male,A,Thailand,Operations Engineering,H3-ESG,22,2,Yes,42,11,3,LC30,0.744232703,Active
HB40876,Expat-ShortTerm/Dev,2,Male,I,Myanmar,Operations Engineering,VPE-ESG,19,2,Yes,36,11,0,MV03,1,Active
HB44203,Expat-ShortTerm/Dev,2,Male,K,Malaysia,Operations,VPE-ESG,19,2,Yes,37,10,2,BD10,1,Active
HB44399,Regular employee,4,Male,C,India,Operations,I2-ESG,24,4,No,37,10,0,FF05,0.90052302,Active
HB45708,Expat-ShortTerm/Dev,4,Male,J,Malaysia,Operations,H2-ESG,21,7,Yes,37,10,1,TG11,0.953800298,Active
HB50197,Regular employee,4,Male,G,India,Operations,I2-ESG,24,6,Yes,35,10,3,FF05,0.80877734,Active
HB49966,Regular employee,2,Male,G,India,Operations,E2-ESG,11,4,No,35,10,1,PF09,0.961787186,Active
HB49971,Regular employee,2,Male,C,India,Operations,F2-ESG,15,5,No,32,10,2,PC10,0.962952895,Active
HB52547,Regular employee,4,Male,K,India,Operations,J1-ESG,26,4,No,36,10,0,BD15,0.931329738,Active
HB53432,Regular employee,4,Male,I,India,Operations,I2-ESG,24,5,No,33,10,0,SF02,0.979378811,Active
HB57422,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,Yes,44,10,2,MV02,1,Active
HB65244,Regular employee,3,Male,A,India,Sales/Marketing,J1-ESG,26,2,No,63,9,2,L042,1.278788168,Active
HB66370,Regular employee,3,Male,B,India,Operations Engineering,H3-ESG,22,3,No,33,9,2,K941,0.718221501,Active
HB68136,Regular employee,1,Male,I,Thailand,Operations Engineering,VPE-ESG,19,3,Yes,35,9,2,MV05,1,Active
HB75352,Regular employee,1,Female,H,Thailand,Consulting,G3-ESG,19,1,Yes,35,9,0,LG137,0.740286284,Active
HB78725,Regular employee,4,Male,A,Brunei,Operations,I2-ESG,24,3,Yes,34,9,0,LP12,0.582459771,Active
HB89547,Regular employee,2,Male,H,India,Consulting,H3-ESG,22,2,No,36,9,3,LG136,0.772299106,Active
HB89403,Expat-Halco,4,Male,K,Brunei,Operations Engineering,I3-ESG,25,3,Yes,32,8,3,BD14,0.585050894,Active
HB89396,Regular employee,1,Female,I,Thailand,Operations Engineering,VPE-ESG,19,4,No,37,8,0,MV04,1,Active
H102234,Regular employee,4,Male,J,India,Operations,I2-ESG,24,3,No,38,8,3,FF26,0.960859073,Active
H104693,Regular employee,3,Male,B,Thailand,Operations Engineering,H3-ESG,22,4,Yes,33,8,0,K941,0.912680857,Active
H211883,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,29,2,0,MV04,1,Active
H242545,CommuterOut-Halco,2,Male,C,Malaysia,Operations,D2-ESG,8,1,Yes,42,1,0,PC08,0.680066495,Active
H109908,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,39,8,0,DV02,1,Active
H111317,Regular employee,3,Male,J,Vietnam,Operations Engineering,J1-ESG,26,4,Yes,33,8,2,TF05,0.994433001,Active
H183024,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,42,4,1,MV03,1,Active
H238045,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,35,1,3,MV03,1,Active
